Codice istat provincia;Sigla Provincia BDAP;Provincia BDAP;Codice istat comune;Codice Tipologia Ente BDAP;Descrizione Tipo Ente BDAP;Descrizione Ente BDAP;Codice Tipologia Ente BKI;Descrizione Tipo Ente BKI;Anno/Mese calendario;Tipologia del Movimento;Codice Titolo CG;Descrizione Titolo CG;Codice Gestionale Enti Locali;Descrizione CG;Popolazione ISTAT;Importo cumulato
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1303;Fondo sperimentale statale di riequilibrio - Fondo di solidarietà comunale;1374582.0;6205164.52
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2102;Altri trasferimenti correnti dallo Stato;1374582.0;83027765.97
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2104;Contributo per gli interventi dei comuni e delle province ex sviluppo investimenti;1374582.0;10221465.69
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2202;Altri trasferimenti correnti dalla Regione;1374582.0;229408946.57
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2306;Trasferimenti correnti dalla Regione/Provincia autonoma per funzioni in materia di viabilità e trasporti;1374582.0;236999.2
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2401;Trasferimenti correnti da Unione europea;1374582.0;461575.01
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2502;Trasferimenti correnti da città metropolitane;1374582.0;856474.8
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2511;Trasferimenti correnti da comuni;1374582.0;4737951.47
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2531;Trasferimenti correnti da aziende sanitarie;1374582.0;12039.24
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2552;Trasferimenti correnti da Enti di ricerca;1374582.0;36976.61
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2553;Trasferimenti correnti da Camere di commercio;1374582.0;50865.02
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E2000;TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI;E2599;Trasferimenti correnti da altri enti del settore pubblico;1374582.0;47000.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3101;Diritti di segreteria e rogito;1374582.0;1141316.23
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3102;Diritti di istruttoria;1374582.0;543890.06
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3103;Altri diritti;1374582.0;1113528.23
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3112;Proventi da asili nido;1374582.0;12524416.29
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3113;Proventi da convitti, colonie, ostelli, stabilimenti termali;1374582.0;2484666.89
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3114;Proventi da corsi extrascolastici;1374582.0;824812.95
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3116;Proventi da impianti sportivi;1374582.0;2171412.18
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3118;Proventi da mense;1374582.0;694939.53
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3123;Proventi da teatri, musei, spettacoli, mostre;1374582.0;1846062.09
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3124;Proventi da trasporti funebri, pompe funebri, illuminazione votiva;1374582.0;5032915.06
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3126;Proventi da trasporto scolastico;1374582.0;145635.9
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3127;Proventi da strutture residenziali per anziani;1374582.0;20204325.22
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3130;Proventi da parcheggi custoditi e parchimetri;1374582.0;150231.06
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3131;Proventi di servizi produttivi;1374582.0;0.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3132;Sanzioni amministrative, ammende, oblazioni;1374582.0;117886975.37
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3149;Altri proventi dei servizi pubblici;1374582.0;317771508.49
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3201;Fitti attivi da terreni e giacimenti;1374582.0;186786.79
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3202;Fitti attivi da fabbricati;1374582.0;53456469.31
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3210;Canoni per concessioni spazi e aree pubbliche;1374582.0;43982989.56
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3211;Canoni per concessioni cimiteriali;1374582.0;3492997.44
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3221;Altri proventi da terreni e giacimenti;1374582.0;9974.43
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3222;Altri proventi da edifici;1374582.0;5655047.26
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3223;Altri proventi da altri beni materiali;1374582.0;172422.8
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3224;Altri proventi da beni immateriali;1374582.0;108735.7
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3301;Interessi da Cassa Depositi e Prestiti;1374582.0;79521.37
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3321;Interessi da altri soggetti per finanziamenti a breve termine;1374582.0;13029.3
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3322;Interessi da altri soggetti per finanziamenti a medio-lungo termine;1374582.0;12720621.09
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3323;Interessi da altri soggetti per anticipazioni;1374582.0;138.07
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3324;Interessi da altri soggetti per depositi;1374582.0;139517.71
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3325;Interessi da operazioni in derivati;1374582.0;24.5
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3327;Interessi moratori da imprese;1374582.0;172800.15
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3328;Interessi attivi su prestiti a famiglie, inclusi gli interessi di mora;1374582.0;83293.9
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3400;Utili netti delle aziende speciali e partecipate, dividendi di società;1374582.0;82734708.2
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3502;Canoni da imprese e da soggetti privati;1374582.0;9304.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3511;Rimborsi spese per personale comandato;1374582.0;3358233.55
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3512;Proventi diversi da enti del settore pubblico;1374582.0;18213504.49
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3513;Proventi da imprese e da soggetti privati;1374582.0;82169384.96
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3516;Recuperi vari;1374582.0;2497481.52
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3517;Ricavi dalla vendita di materiale divulgativo e promozionale riguardante i parchi;1374582.0;30.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3518;Proventi diversi da famiglie;1374582.0;34050694.26
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E3000;TITOLO 3°: ENTRATE EXTRATRIBUTARIE;E3519;Proventi diversi da istituzioni sociali private;1374582.0;244184.08
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4101;Alienazione di terreni e giacimenti;1374582.0;7655.81
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4102;Alienazione di fabbricati residenziali;1374582.0;321604.58
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4103;Alienazione di fabbricati non residenziali;1374582.0;37710.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4104;Altre alienazioni di beni immobili;1374582.0;167997.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4105;Proventi da aree cimiteriali in diritto di superficie;1374582.0;851591.5
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4106;Alienazione di potenziali edificatori e di diritti di superficie;1374582.0;4695642.45
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4203;Altri trasferimenti di capitale dallo Stato con vincolo di destinazione;1374582.0;104847584.92
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4303;Altri trasferimenti di capitale con vincolo di destinazione;1374582.0;4674750.82
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4451;Trasferimenti di capitale da Unione europea;1374582.0;312308.89
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4464;Trasferimenti di capitale da Camere di commercio;1374582.0;31836.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4501;Proventi per concessioni edilizie;1374582.0;46156089.85
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4502;Altri trasferimenti di capitale da imprese;1374582.0;30739995.19
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4511;Trasferimenti di capitale da famiglie;1374582.0;6163552.73
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4512;Trasferimenti di capitale da istituzioni sociali private;1374582.0;24400.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4513;Trasferimenti di capitali da altri;1374582.0;5223409.52
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E4000;TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI;E4661;Prelievi da conti bancari di deposito;1374582.0;65127158.14
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E5000;TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI;E5302;Mutui da Cassa depositi e prestiti - gestione CDP spa;1374582.0;62585170.38
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E5000;TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI;E5324;Mutui e prestiti da altri - in euro;1374582.0;139687.77
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6101;Ritenute previdenziali e assistenziali al personale;1374582.0;32585912.16
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6201;Ritenute erariali;1374582.0;53469883.08
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6301;Altre ritenute al personale per conto di terzi;1374582.0;11724425.8
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6401;Depositi cauzionali;1374582.0;2681721.18
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6501;Rimborso  spese per servizi per conto di terzi;1374582.0;130581362.14
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6502;Rimborsi spese elettorali a carico di altre amministrazioni;1374582.0;13362.55
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E6000;TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI;E6601;Rimborso di anticipazione di fondi per il servizio economato;1374582.0;1313927.35
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/09;Entrata;E9999;ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere);E9999;ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere);1374582.0;0.0
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1101;ICI - IMU riscossa attraverso  ruoli;1374582.0;472991.29
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1102;ICI - IMU riscossa attraverso altre forme;1374582.0;347640452.55
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1104;TASI riscossa attraverso altre forme;1374582.0;40502515.17
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1111;Addizionale IRPEF;1374582.0;168356210.37
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1131;Addizionale sul consumo di energia elettrica;1374582.0;7395.52
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1161;Imposta sulla pubblicità riscossa attraverso i ruoli;1374582.0;68399.99
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1162;Imposta sulla pubblicità riscossa attraverso altre forme;1374582.0;14599793.28
15;MI;MILANO;146;CO;COMUNI;COMUNE DI MILANO;PRO;Province - Comuni - Città metropolitane - Unioni di comuni;2016/10;Entrata;E1000;TITOLO 1°: ENTRATE TRIBUTARIE;E1175;Imposta di soggiorno;1374582.0;33710336.59
